Household,Neighbourhood,Village,GP,Local,template
1,0,0,1,1,"The local development project is described as ""Providing and Laying C C Road From Jettappa House to Appanna Khyadgi House At Basnal Village SC Area Kavalga (B) GP (2017-18)"". It is located in village Kavalga (B), of gram panchayat Kavalga (B) in taluk Kalaburagi of district Kalaburagi. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC241218_Drilling of Borewell Near Kuntoji Math at Yankanchi Village In Sindagi Taluka"". It is located in village Yankanchi, of gram panchayat Yenkanchi in taluk Sindgi of district Vijayapura. The estimated cost of the work is Rs. 120000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of Borewell at Ladha Village in Bhalki Taluka"". It is located in village Ladha, of gram panchayat Inchur in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Providing Sinking Of Borewell at Chikkonahalli Village in Belagihalli GP in Channarayapatna Taluk"". It is located in village Chikkonahalli, of gram panchayat Belagihalli in taluk Channarayapatna of district Hassan. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP Sinking of borewell at Basaveshwra Temple back sdie THIMMAPPAIANAHALLI village in Challakere Taluk"". It is located in village Thimmappayanahalli, of gram panchayat Thimmappayyanahalli in taluk Challakere of district Chitradurga. The estimated cost of the work is Rs. 194000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Pipeline and Sinking of Borewell at Giginayakan Tanda in Lingasugur Taluka"". It is located in village Upparnandihal, of gram panchayat Upparnandihal in taluk Lingsugur of district Raichur. The estimated cost of the work is Rs. 400000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Drilling of Bore well at Haradanahally Village"". It is located in village Haradanahalli I Block, of gram panchayat Haradanahalli in taluk Chamarajanagar of district Chamarajanagara. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,0,1,1,"The local development project is described as ""Improvements to Approach Road Near Mallat Village to Ballatagi Tanda"". It is located in village Mallat, of gram panchayat Mallat in taluk Sirwar of district Raichur. The estimated cost of the work is Rs. 634000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,0,1,0,"The local development project is described as ""Providind Water Supply Scheme to Chinchalakatti and Other 33 Villages Of Bdami TQ In Bagalkot Dist (Package-3)"". It is located in village Chinchalakatti, of gram panchayat Fhakeeraboodihal in taluk Badami of district Bagalkote. The estimated cost of the work is Rs. 85386000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,0,1,0,"The local development project is described as ""Improvements to Road From Chendankera to Gonagi At (KM 0.20 to 4.00) of Chendankera Village in Chincholi Taluka"". It is located in village Chandankera, of gram panchayat Chandankera in taluk Chincholi of district Kalaburagi. The estimated cost of the work is Rs. 350000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""REPAIR WORKS TO ANM QUARTERS AT LAKYA IN CHIKMAGALUR (TQ)"". It is located in village Machenahalli, of gram panchayat Machenahalli in taluk Chikkamagaluru of district Chikkamagaluru. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP202021 Sinking Bore well at TALAVARAHALLY Village in Molakalmuru Taluk"". It is located in village Talavarahalli, of gram panchayat Hirehalli in taluk Molakalmuru of district Chitradurga. The estimated cost of the work is Rs. 65000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,0,1,1,"The local development project is described as ""Providing CC Road From Gowramma house to Ramappa house Doddathimasandra village,Mugalur G.P., Anekal Taluk"". It is located in village Doddathimmasandra, of gram panchayat Muguluru in taluk nan of district Bengaluru. The estimated cost of the work is Rs. nan. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Supply Installation And Commissioning Of Wpp Palnt In Chokkahalli Village In Konapalli G P Chinthamani Taluk Chickballapur Dist"". It is located in village Chokkahalli, of gram panchayat Konapalli in taluk Chintamani of district Chikkaballapura. The estimated cost of the work is Rs. 1200000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""Cabinet sub committee not approved Sinking of Borewell at Nanjedevarakaval"". It is located in village , of gram panchayat Huvinahallikaval in taluk Hassan of district Hassan. The estimated cost of the work is Rs. 80000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""IMPROVEMENTS TO MINI WATER SUPPLY AT WADERATTI THOTA (4215 ADDITIONAL WATER SUPPLY)"". It is located in village Waderahatti, of gram panchayat Waderahatti in taluk Gokak of district Belagavi. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
0,0,1,0,0,"The local development project is described as ""TFC170417 REDRILLING OF BOREWELL AT THIPPAGANAHALLY VILLAGE, J.ACCHAMMANAHALLY GP IN PAVAGADA TALUK"". It is located in village Thippaganahalli, of gram panchayat Achammanahalli in taluk Pavagada of district Tumakuru. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Arranging Power supply to water supply to Hulivahana village in Mandya Tq"". It is located in village Hulivana, of gram panchayat Hulivana in taluk Mandya of district Mandya. The estimated cost of the work is Rs. 2000000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""SDP PROVIDING MWS REVIVAL AT MALLENAHALLI VILLAGE IN C R PATNA TALUK"". It is located in village , of gram panchayat Juttanahalli in taluk Channarayapatna of district Hassan. The estimated cost of the work is Rs. 150000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Constructon of Proposed P.U Collage Building(2 Class Rooms,2 Toile Block) to Govt.Junior College Koteshwara in Koteshwara Gp of Kundapura Taluk."". It is located in village Kotaeshwara, of gram panchayat Koteshwara in taluk Kundapura of district Udupi. The estimated cost of the work is Rs. 5500000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Implementation of Suv.G.Y work at HANDIKERA in Humnabad taluka"". It is located in village Handikera, of gram panchayat Ghodwadi in taluk Humnabad of district Bidar. The estimated cost of the work is Rs. 4668000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing MWS revival at B.Kaatihalli and B.Kaatihalli koppalu village B.Kaatihallim g.p. in Hassan taluk"". It is located in village B.Katihalli, of gram panchayat B.Katihalli in taluk Hassan of district Hassan. The estimated cost of the work is Rs. 500000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
