Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"The local development project is described as ""Providing and laying pipeline from Darga to Masjid at ijeri village of jewargi temple"". It is located in village Ijeri, of gram panchayat Ijeri in taluk Jevargi of district Kalaburagi. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
1,0,1,0,1,"The local development project is described as ""Provding FHTC 209 HH Valambige Village of Mudalahippe GP in HN Pura Taluk Retrofitting & Augm from Valambige & other 8 Villages"". It is located in village , of gram panchayat Mudalahippe in taluk Holenarsipur of district Hassan. The estimated cost of the work is Rs. 4587000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
1,0,0,1,1,"The local development project is described as ""Comstraction of C C road fromBheemanna Satapur house toDyavappa Baldur At handarki Village"". It is located in village Handarki, of gram panchayat Handarki in taluk Sedam of district Kalaburagi. The estimated cost of the work is Rs. 50000.0. The current status of the work is described as ""Under Review"" and has taken 2 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Construction of Samudhay Bhavan in S.T.Coloney At Hombal village in Gadag taluk"". It is located in village Hombal, of gram panchayat Hombal in taluk Gadag of district Gadag. The estimated cost of the work is Rs. 129000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFCZP060418 Providing and Sinking Borewell To Kyathanahalli HRP Colony of Hunasavalli GP in Alur taluk"". It is located in village , of gram panchayat Gangigere in taluk Alur of district Hassan. The estimated cost of the work is Rs. 85000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""TFC 130315 - Drilling of BW and fixing of HP to K.Nandgad village in Khanapur taluka"". It is located in village Kasaba Nandagad, of gram panchayat Kasaba Nandagad in taluk Khanapur of district Belagavi. The estimated cost of the work is Rs. 90000.0. The current status of the work is described as ""Completion Of Work"" and has taken 2 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""TFC050515 Deepning of Open well at Holegadde Harijanakeri in Devgiri Panchayt under Task Force II"". It is located in village Holegadde, of gram panchayat Devagiri in taluk Kumta of district Uttara Kannada. The estimated cost of the work is Rs. 100000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of 165 mm dia Bore Well at Malali, Kundgol Tq."". It is located in village Malali, of gram panchayat Malali in taluk Kundgol of district Dharwar. The estimated cost of the work is Rs. 142000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""TFC170417 Drilling of Borewell at Hiremallur Plot village in Shiggaon Taluk of Haveri District."". It is located in village Hiremallur, of gram panchayat Hiremallur in taluk Shiggaon of district Haveri. The estimated cost of the work is Rs. 99000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Const of compound wall and fixing of gate to ANM quarter at jojana village"". It is located in village Jojna, of gram panchayat Jojana in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 300000.0. The current status of the work is described as ""Action Plan"" and has taken 1 years. This project is Unknown."
1,0,1,0,1,"The local development project is described as ""Providing pipe line from santoh home to balaji home @ madakatti village"". It is located in village Madkatti, of gram panchayat Madkatti in taluk Bhalki of district Bidar. The estimated cost of the work is Rs. 45000.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing pumping Machinary, Pipeline and Cistren at Maruru Village in Kollegal Tq"". It is located in village Marooru, of gram panchayat Ponnachi in taluk Kollegala of district Chamarajanagara. The estimated cost of the work is Rs. 320000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Non-Tendered."
1,0,0,1,1,"The local development project is described as ""Constructions of c.c.road from Shankar Nagure kumbar house to Ramu house at Yengunda vilage"". It is located in village Yanagunda, of gram panchayat Sundal in taluk Aurad of district Bidar. The estimated cost of the work is Rs. 35000.0. The current status of the work is described as ""Measurement Stage"" and has taken 2 years. This project is Non-Tendered."
0,0,0,1,0,"The local development project is described as ""Improvements to road from East taluk border to T-01 in anekal taluk (Package No-KN-03-32)"". It is located in village Nekkundi Dommasandra, of gram panchayat Neriga in taluk Anekal of district Bengaluru. The estimated cost of the work is Rs. 28379000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,1,0,"The local development project is described as ""Providing pipeline and Tap connection to Anganawadi at Dibbadahalli Village in Harihara Taluk"". It is located in village Dibbadahalli, of gram panchayat Halivana in taluk Harihara of district Davanagere. The estimated cost of the work is Rs. 15000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""constuction of anganwadi tiolet"". It is located in village Gudadinni, of gram panchayat Rudagi in taluk Muddebihal of district Vijayapura. The estimated cost of the work is Rs. 8000.0. The current status of the work is described as ""Completion Of Work"" and has taken 1 years. This project is Non-Tendered."
0,0,1,0,0,"The local development project is described as ""Providing Mini water supply scheme at Yalakuranahalli village in Hiriyur taluk"". It is located in village Yalakuranahalli, of gram panchayat Imangala in taluk Hiriyur of district Chitradurga. The estimated cost of the work is Rs. 240000.0. The current status of the work is described as ""Under Review"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Repairs to PipeLine at Yedahalli Village In mysore Tq."". It is located in village Yadahalli, of gram panchayat Dhanagalli in taluk Mysuru of district Mysuru. The estimated cost of the work is Rs. 215000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Water Supply to Anganavadi 02 At SATHEGALA Village"". It is located in village Sattegaala, of gram panchayat Sattegaala in taluk Kollegala of district Chamarajanagara. The estimated cost of the work is Rs. 15000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Tendered."
0,0,1,0,0,"The local development project is described as ""Sinking of borewell at Kareramanahalli B.W.1 (Ambedkar Colony Near School) habitation in Hosahalli G.P"". It is located in village Hosahalli, of gram panchayat Yadaladaku (Hosahalli) in taluk Sira of district Tumakuru. The estimated cost of the work is Rs. 215000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Providing Water Supply to Anganavadi Building @ Dabbaguntte-a Village in Dasudi G.P.in.C.N.Halli Taluk"". It is located in village Dabbagunte, of gram panchayat Dasodi in taluk Chiknayakanhalli of district Tumakuru. The estimated cost of the work is Rs. 75000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
0,1,1,0,1,"The local development project is described as ""Sinking of Borwell Fixing of HP @ Dharmanaik Tanda Village in Deodurga taluka of Raichur Dist."". It is located in village Kelgin  Irabgera, of gram panchayat K. Irabgera in taluk Devadurga of district Raichur. The estimated cost of the work is Rs. 60000.0. The current status of the work is described as ""Work Order"" and has taken 1 years. This project is Non-Tendered."
0,0,1,1,0,"The local development project is described as ""Repairs to Anganwadi Center Mainal -1 village 2017-18"". It is located in village Mainal, of gram panchayat Heroor (B) in taluk Kalaburagi of district Kalaburagi. The estimated cost of the work is Rs. 45000.0. The current status of the work is described as ""Measurement Stage"" and has taken 1 years. This project is Non-Tendered."
